504,495
499,498
496,482
463,542
514,574
681,395
711,431
705,429
693,432
721,474
759,464
735,469
720,458
722,472
737,474
739,477
765,435
766,407
754,377
684,356
697,291
671,300
724,270
718,272
740,257
737,218
742,216
690,172
665,151
645,131
606,139
543,231
531,225
538,227
570,271
540,232
541,197
535,235
532,218
601,288
589,297
658,352
648,329
642,363
648,322
594,411
548,424
559,447
597,466
600,487
637,505
667,528
695,529
720,507
739,477
713,446
667,459
764,516
805,478
743,493
683,407
686,445
721,452
712,441
603,361
651,341
607,376
642,338
667,409
654,367
641,323
649,318
627,286
580,253
554,238
513,229
522,234
552,248
543,242
494,192
468,238
455,268
432,304
404,353
389,392
651,372
645,364
639,403
653,388
637,339
574,343
620,367
592,324
721,436
701,432
720,441
746,477
733,465
769,489
765,537
765,521
765,535
766,526
804,489
820,447
820,403
816,363
809,319
812,315
802,247
790,230
806,238
823,193
643,367
683,350
661,377
552,299
547,276
540,231
540,231
539,231
531,238
533,196
506,194
497,207
465,233
454,269
468,305
476,338
475,366
538,418
523,454
494,496
479,506
467,506
505,578
532,604
572,630
707,412
721,457
713,447
770,548
767,492
770,494
770,527
768,495
767,534
785,492
790,486
754,478
766,405
770,410
649,365
671,300
729,281
730,265
729,294
721,198
703,166
670,154
640,129
614,102
575,95
540,104
